scan_entropy,bev_entropy,pf_scalar,pf_vector,s1_gt,scan_enp,bev_enp
0.5775495276121463,0.007828732547880392,17.088886010927588,-1.2060297697036388,4,0.5775495276121463,0.007828732547880392
0.8814226934593588,0.025272934631244144,17.331084085942543,-1.2073753599293473,4,0.8814226934593588,0.025272934631244144
0.8763545243434228,0.02508434795524371,16.931702310746587,-1.2091504623473524,4,0.8763545243434228,0.02508434795524371
0.8978230838763728,0.025645868377431415,16.84914310958756,-1.178931861752772,4,0.8978230838763728,0.025645868377431415
0.9062588483952623,0.024698994140926658,17.196150729845037,-1.1478446198774135,4,0.9062588483952623,0.024698994140926658
0.9453752177378929,0.024985273042840685,17.49347292555254,-1.096243993112542,4,0.9453752177378929,0.024985273042840685
1.0016108736909402,0.025385027053466284,17.728760853081717,-1.011514964644465,4,1.0016108736909402,0.025385027053466284
1.0480327544403383,0.02647351770629945,17.076749044945917,-0.8732829225360075,4,1.0480327544403383,0.02647351770629945
1.0769509176772543,0.027312372159649517,17.131050950576682,-0.7071724241353059,4,1.0769509176772543,0.027312372159649517
1.1304482030187306,0.028958287388466727,17.441006278604775,-0.4635423966831711,4,1.1304482030187306,0.028958287388466727
1.0915987129499611,0.027288642936446058,16.507769984241637,-0.2300852111351953,4,1.0915987129499611,0.027288642936446058
1.0330029761229385,0.027187883566448773,13.626841129650959,0.26871787155541527,4,1.0330029761229385,0.027187883566448773
0.9357810048210147,0.023706479122970567,13.84448616492843,0.43220544843646286,4,0.9357810048210147,0.023706479122970567
0.8513194127649985,0.020451789110639003,12.677146550736364,0.47111704837601764,4,0.8513194127649985,0.020451789110639003
0.847024108434864,0.019720864547422483,15.994196026044541,0.32263578990384745,4,0.847024108434864,0.019720864547422483
0.7596162150000979,0.017258711148934163,15.661492689885167,0.41357276294007944,5,0.7596162150000979,0.017258711148934163
0.769409524120858,0.01867383219344116,17.60331693221367,0.36909270248224724,5,0.769409524120858,0.01867383219344116
0.7137312901155453,0.017630104927893096,18.456584179364597,0.3747186741702286,5,0.7137312901155453,0.017630104927893096
0.7151568236858464,0.017586191356477987,19.028625453675687,0.3054769652809953,5,0.7151568236858464,0.017586191356477987
0.7192430702515936,0.017445558474588722,20.57883762360246,0.26165117202421273,5,0.7192430702515936,0.017445558474588722
0.7192467897870125,0.01751794073035091,21.34889003119988,0.20187034304537194,5,0.7192467897870125,0.01751794073035091
0.7212500063670263,0.01750724780979872,22.364818249700985,0.18479776336768106,5,0.7212500063670263,0.01750724780979872
0.72225319126912,0.017504509147849776,22.20863573753252,0.06644108705687089,6,0.72225319126912,0.017504509147849776
0.723763306541921,0.017501467115834956,23.518128821417438,0.017774249466056987,6,0.723763306541921,0.017501467115834956
0.704208391643117,0.016970346895283282,23.85027148744328,-0.02430883834568518,6,0.704208391643117,0.016970346895283282
0.6812630872203022,0.01637939376635661,24.181375542062298,-0.11135416535585965,6,0.6812630872203022,0.01637939376635661
0.6795073216940315,0.016497247469937325,23.773332542697187,-0.09222097073879154,6,0.6795073216940315,0.016497247469937325
0.6471993218231831,0.016181137941000776,22.595878303153217,-0.19527087060485004,5,0.6471993218231831,0.016181137941000776
0.637337391708749,0.01565325891622245,22.05612440966658,-0.19173028487356533,5,0.637337391708749,0.01565325891622245
0.6321360532552898,0.015728687808136053,20.014845272322066,-0.19641872590490525,5,0.6321360532552898,0.015728687808136053
0.6019951805498847,0.014801342892905644,19.74292226866335,-0.1576332207737066,5,0.6019951805498847,0.014801342892905644
0.5775710081756817,0.014148191690924898,19.123548256052374,-0.2173749510650183,4,0.5775710081756817,0.014148191690924898
0.536035768951177,0.013409348789690901,20.167459798843996,-0.2079056034467514,4,0.536035768951177,0.013409348789690901
0.5203910062599303,0.012455754173464348,21.146328593948237,-0.19484279342405408,4,0.5203910062599303,0.012455754173464348
0.4548040100458931,0.010903102787217242,21.446600584464814,-0.1444600945752711,4,0.4548040100458931,0.010903102787217242
0.3910647600318742,0.014827909573384972,21.22728190739032,-0.10049041991406345,4,0.3910647600318742,0.014827909573384972
0.3592143977307187,0.01088015639758952,23.5104686200292,-0.0599407553898313,4,0.3592143977307187,0.01088015639758952
0.4193879290257061,0.014930750524326868,23.677192468474953,-0.10812778295022739,4,0.4193879290257061,0.014930750524326868
0.4438032755871153,0.01612834667855076,23.607002382500674,-0.1048130961359046,4,0.4438032755871153,0.01612834667855076
0.4605303240499611,0.01762104907842034,22.437227609608893,-0.18128849077462977,4,0.4605303240499611,0.01762104907842034
0.482282560641625,0.019261088577602073,19.34117492580301,-0.3842063826985256,3,0.482282560641625,0.019261088577602073
0.5041037273549476,0.020445991018874593,18.976355924108145,-0.41591560876641454,2,0.5041037273549476,0.020445991018874593
0.4820832571684453,0.019905879376355448,18.399027760221383,-0.43618627802856624,2,0.4820832571684453,0.019905879376355448
0.4664529748204036,0.01976540492347019,17.72826438544265,-0.4625911916457127,1,0.4664529748204036,0.01976540492347019
0.4565024099372301,0.019372885353400662,17.016854488140858,-0.4727609464991093,1,0.4565024099372301,0.019372885353400662
0.4551394646646246,0.01880983355187158,15.72727665417049,-0.4743892864779118,1,0.4551394646646246,0.01880983355187158
0.4513660249302366,0.0180739646748148,14.31251067080907,-0.48595205432770683,1,0.4513660249302366,0.0180739646748148
0.4593541852194744,0.01805147540184797,12.930229040293224,-0.4784687636542671,1,0.4593541852194744,0.01805147540184797
0.4558099143653294,0.017421723706528103,10.794907071572256,-0.45888687749288537,0,0.4558099143653294,0.017421723706528103
0.45263406313735305,0.01710615029545219,8.850013732227477,-0.4169090671385738,0,0.45263406313735305,0.01710615029545219
0.46611020713859586,0.017387368130447216,9.777053967217194,-0.4659950001011219,0,0.46611020713859586,0.017387368130447216
0.47289951405813113,0.017970797084054455,10.4222941889032,-0.5055785357897065,0,0.47289951405813113,0.017970797084054455
0.45172433659282796,0.017113727264263922,10.25325916907581,-0.49745835043254116,0,0.45172433659282796,0.017113727264263922
0.4512348459160124,0.01705657673347228,8.797907751384262,-0.4606832096786173,0,0.4512348459160124,0.01705657673347228
0.45113941415140707,0.01705240864902717,8.178915004660812,-0.4087140860604922,0,0.45113941415140707,0.01705240864902717
0.4511089129297992,0.017050576630284166,7.801007251486432,-0.37855770899189695,0,0.4511089129297992,0.017050576630284166
0.4511089129297992,0.017050576630284166,7.699133570461893,-0.36899135759809193,0,0.4511089129297992,0.017050576630284166
