scan_enp,bev_enp,pf_scalar,pf_vector,s1_gt
0.5432833375549081,0.028989757257820763,0.0,0.0,0.0
0.8781234369218718,0.04151065167915584,0.0,0.0,0.0
1.049590795737239,0.051456753731353694,0.0,0.0,0.0
1.043150297166029,0.05097841580849937,0.0,0.0,0.0
0.8635388123020558,0.04129944363756603,0.0,0.0,0.0
1.0863398947143463,0.051805809883177394,0.0,0.0,0.0
1.074382375274807,0.05165219770613047,0.0,0.0,0.0
1.1130597839103742,0.05434243178712472,0.0,0.0,0.0
1.1126935979922166,0.05408058789201238,0.0,0.0,0.0
1.0723699898544001,0.05174807048360387,0.0,0.0,0.0
1.0676833938060002,0.05180763587531298,0.0,0.0,0.0
1.0474871663970873,0.05099069406743527,0.0,0.0,0.0
1.0453326489147692,0.05123592375588336,0.0,0.0,0.0
1.0310463201971067,0.049576126761324696,0.0,0.0,0.0
0.9888865377322221,0.046735455540155756,0.0,0.0,0.0
0.9809252420109601,0.04684183917541424,0.0,0.0,0.0
0.9799008027119773,0.04732184890429937,0.0,0.0,0.0
0.9186397752861023,0.04348022948504394,0.0,0.0,0.0
0.8888167650841974,0.04212136710811093,0.0,0.0,0.0
0.8641401431426444,0.041374571265146785,0.0,0.0,0.0
0.7969893214685343,0.0390007584221122,0.0,0.0,0.0
0.7874978448246399,0.03947406317765018,0.0,0.0,0.0
0.7576710290964124,0.039848894732122,0.0,0.0,0.0
0.7448699888661743,0.04020695334442752,0.0,0.0,0.0
0.7387889396470415,0.04082858525817443,0.0,0.0,0.0
0.7217048039106593,0.04307558887838114,0.0,0.0,0.0
0.7141242577058414,0.04416190905299663,0.0,0.0,0.0
0.701991029951211,0.046065906226995516,0.0,0.0,0.0
0.6805369109913474,0.04704704260754914,0.0,0.0,0.0
0.6411951513747352,0.04698351886027287,0.0,0.0,0.0
0.5983184347694802,0.04729517421533516,0.0,0.0,0.0
0.5676739384507178,0.04784242319443803,0.0,0.0,0.0
0.5524559012337279,0.048558223390223795,0.0,0.0,0.0
0.5383759316976096,0.04855070319750806,0.0,0.0,0.0
0.5563697690407678,0.04807717987515708,0.0,0.0,0.0
0.5973208343401226,0.047551055035144,0.0,0.0,0.0
0.6182110169796585,0.04562791773428488,0.0,0.0,0.0
0.6357167463103555,0.04203851885806883,0.0,0.0,0.0
0.6542559478883858,0.03821982489374863,0.0,0.0,0.0
0.6549318567406363,0.03389969702565594,0.0,0.0,0.0
0.6682303275022584,0.030067106610076423,0.0,0.0,0.0
0.7553080342095078,0.0319751734650521,0.0,0.0,0.0
0.6741207102705831,0.028329045734477684,0.0,0.0,0.0
0.8637718681054822,0.03728633121743487,0.0,0.0,0.0
0.7476116590271108,0.03265438047576215,0.0,0.0,0.0
0.6883214323587146,0.030134783089744845,0.0,0.0,0.0
0.6956322584288143,0.03065983701452407,0.0,0.0,0.0
0.6715850744159041,0.02907457464429817,0.0,0.0,0.0
0.7191528499896119,0.030961395373490852,0.0,0.0,0.0
0.7230564682310991,0.030510236127627814,0.0,0.0,0.0
0.6761913771527297,0.028126847932935926,0.0,0.0,0.0
0.700098754311615,0.02932813630039751,0.0,0.0,0.0
0.6937363552270317,0.029117858603164615,0.0,0.0,0.0
0.6982467880688249,0.028479960752399044,0.0,0.0,0.0
0.6957255575590666,0.027405460729868256,0.0,0.0,0.0
0.7111890386760343,0.026641451726345945,0.0,0.0,0.0
0.7448694124838063,0.026656133574967558,0.0,0.0,0.0
0.9621113513858641,0.03402289847144939,0.0,0.0,0.0
0.7320456887060575,0.02470224865729248,0.0,0.0,0.0
0.7366510425289032,0.024584436351428807,0.0,0.0,0.0
0.6955121124729959,0.023098515105165314,0.0,0.0,0.0
0.8018190781959877,0.02659678671804301,0.0,0.0,0.0
0.8100365438636106,0.02707663007349409,0.0,0.0,0.0
0.9618059382423821,0.033308815348880624,0.0,0.0,0.0
0.9790372908621177,0.03410555319490384,0.0,0.0,0.0
0.7183847210335349,0.024790848189378923,0.0,0.0,0.0
0.7405766702239835,0.025697332639196886,0.0,0.0,0.0
0.7660755519709014,0.026792763748225867,0.0,0.0,0.0
0.7872107413669701,0.027695376701218206,0.0,0.0,0.0
0.78232438400664,0.026900402354950226,0.0,0.0,0.0
0.8101039889794989,0.028153818343313368,0.0,0.0,0.0
0.8156013809611489,0.02850690252922584,0.0,0.0,0.0
0.8312615903517087,0.025656196111606133,0.0,0.0,0.0
0.8614593428750628,0.0314625160903896,0.0,0.0,0.0
0.7189559429571242,0.025814989180800375,0.0,0.0,0.0
0.77277110736964,0.027506555597390035,0.0,0.0,0.0
