scan_entropy,bev_entropy,pf_scalar,pf_vector,s1_gt,scan_enp,bev_enp
0.3128682087838005,0.008465163556165785,1.9674507636455665,-2.983358941969801,14,0.3128682087838005,0.008465163556165785
0.5796995072726677,0.02588868586513525,1.8888264523401879,-2.994003458673795,14,0.5796995072726677,0.02588868586513525
0.5522436917378133,0.02506339177991873,1.5175126938888122,-2.8006953446354705,14,0.5522436917378133,0.02506339177991873
0.5148291666698872,0.02425195921083478,2.003788857573331,-2.9828369362146905,15,0.5148291666698872,0.02425195921083478
0.48901179965702934,0.027063504975037966,1.9040869352337555,-3.0206050587928646,15,0.48901179965702934,0.027063504975037966
0.4405529139781046,0.026745883932644876,1.8216176943254414,-2.9865460623821964,15,0.4405529139781046,0.026745883932644876
0.3606109392671216,0.026311410240812946,1.50177668197614,-2.9052968356664985,15,0.3606109392671216,0.026311410240812946
0.3348789649754337,0.0272379771446608,1.472758017385611,-2.703179869592502,14,0.3348789649754337,0.0272379771446608
0.3193432858648251,0.029458503443152904,1.6396570130807269,-2.5029775010762116,13,0.3193432858648251,0.029458503443152904
0.3293058150469249,0.032895551149797926,1.5879697494278129,-2.2339354265190425,13,0.3293058150469249,0.032895551149797926
0.32023323781234203,0.0317460760065786,1.4253204845225809,-1.7765892737210693,13,0.32023323781234203,0.0317460760065786
0.32864741625942123,0.03654832976042903,1.5470143341876672,-1.4315839203209055,13,0.32864741625942123,0.03654832976042903
0.30254300978912263,0.03263004535021271,1.612242880576816,-1.183971211344658,13,0.30254300978912263,0.03263004535021271
0.3314984668885539,0.03433787422249086,1.6954699713951702,-0.9403371990464935,13,0.3314984668885539,0.03433787422249086
0.3627224168149665,0.03707602342052056,1.779865484341044,-0.8847210248247188,14,0.3627224168149665,0.03707602342052056
0.30838966272595025,0.02961435828357936,2.1052328329870176,-0.7466132911506739,14,0.30838966272595025,0.02961435828357936
0.32659435630549477,0.029613474827094227,2.1471095441508217,-0.6676351385051283,14,0.32659435630549477,0.029613474827094227
0.3369778701143511,0.028578642408910872,2.107232216988091,-0.6486286912968803,15,0.3369778701143511,0.028578642408910872
0.3561459964829686,0.028005217763266962,1.8256969031759598,-0.4709881128658616,13,0.3561459964829686,0.028005217763266962
0.3762088676958143,0.02974234069549607,1.6584233215358193,-0.3661301858396998,12,0.3762088676958143,0.02974234069549607
0.397545395502384,0.031897422744630685,1.5814135047060343,-0.35790501106295797,10,0.397545395502384,0.031897422744630685
0.5537392986338676,0.044172204179197025,1.1880468829275768,-0.16362852248735632,10,0.5537392986338676,0.044172204179197025
0.44203126564889467,0.03438977198611908,0.6124823173235084,0.8788000398741631,8,0.44203126564889467,0.03438977198611908
0.5735642078292671,0.04508578027168076,0.6127118885663074,0.8912896569982675,8,0.5735642078292671,0.04508578027168076
0.5970671687639495,0.04736238479706566,0.6553173833032586,0.9386231853733347,9,0.5970671687639495,0.04736238479706566
0.6157359653126777,0.05068588771404207,0.5909385638732847,1.059664641584838,8,0.6157359653126777,0.05068588771404207
0.6296429653943498,0.051246110586772614,0.5854288012372701,1.3147806262936959,11,0.6296429653943498,0.051246110586772614
0.5985583641059247,0.05058545404847601,0.6006332399702001,2.131347006495657,10,0.5985583641059247,0.05058545404847601
0.5825432257752858,0.04908805975914482,0.6411865836290459,2.6193639570732543,10,0.5825432257752858,0.04908805975914482
0.5391562778131674,0.04639210415960401,0.6067828873454638,2.4910812883693922,11,0.5391562778131674,0.04639210415960401
0.5231216981427865,0.04495187624064931,0.5990186147219816,2.572825143854062,10,0.5231216981427865,0.04495187624064931
0.5203363712022516,0.04587522966841167,0.7119392258426536,2.9444660644266056,10,0.5203363712022516,0.04587522966841167
0.5006157699769408,0.044236083447515576,0.7528712136621615,3.0715693628032747,10,0.5006157699769408,0.044236083447515576
0.49025788556640343,0.043622578051374976,0.7074369245968284,3.1309380836591902,10,0.49025788556640343,0.043622578051374976
0.48235502423794063,0.04285721731568921,0.6293557023964524,-3.0200843172886835,13,0.48235502423794063,0.04285721731568921
0.4737310666031781,0.041681939828840144,0.6534802864218383,-3.0416455998452068,12,0.4737310666031781,0.041681939828840144
0.4326691017776372,0.03657316897325426,0.7028574514416404,-3.0814492490023246,13,0.4326691017776372,0.03657316897325426
0.46896614157903854,0.04215851073071086,0.7887529668431206,-2.9922320525240957,13,0.46896614157903854,0.04215851073071086
0.47100891430094616,0.04297328529124861,0.7928013788832908,-2.9186075257692448,14,0.47100891430094616,0.04297328529124861
0.47018218192494804,0.042764264380948665,0.7879799155531572,-2.8431592017352028,14,0.47018218192494804,0.042764264380948665
0.4921397493672956,0.04476009300708317,0.933443264625742,-2.9397682762730253,15,0.4921397493672956,0.04476009300708317
0.47179110568661603,0.04296161474754569,1.0913502610651222,-2.6055401468249384,15,0.47179110568661603,0.04296161474754569
0.4709831885986374,0.04296932376150289,1.0059119532902199,-2.732203244256012,14,0.4709831885986374,0.04296932376150289
0.4698550012686228,0.04281619728297564,0.9651163179497488,-2.950741409431933,14,0.4698550012686228,0.04281619728297564
0.46983617043321724,0.04277848272240463,0.9674038418586327,-2.9844761463761857,13,0.46983617043321724,0.04277848272240463
0.46909895672810475,0.04283096411550119,0.9538293216934643,-3.03133358186526,12,0.46909895672810475,0.04283096411550119
0.46992267286419076,0.042824022408765094,1.0875863848966192,-2.871540536775403,14,0.46992267286419076,0.042824022408765094
