Wall time,Step,Value
1710516155.8149846,29708,0.5659297704696655
1710516180.4696114,29773,0.7050838470458984
1710516207.914392,29845,0.4622718095779419
1710516213.6881375,29860,0.5501570105552673
1710516267.0801826,30003,0.7329113483428955
1710516290.5900428,30066,0.5646390914916992
1710516307.2288265,30111,0.3825264871120453
1710516317.7215686,30139,0.4609498679637909
1710516324.8615363,30157,0.40030914545059204
1710516339.7079875,30197,0.6709848642349243
1710516415.7186542,30259,0.609426736831665
1710516455.2932084,30365,0.4298385977745056
1710516469.9840715,30405,0.5865737199783325
1710516493.7153356,30467,0.5787466764450073
1710516501.29117,30487,0.4856603443622589
1710516548.8341398,30616,0.45586276054382324
1710516552.8445618,30627,0.6133266091346741
1710516556.9173305,30638,0.48025691509246826
1710516588.8558187,30726,0.5889917612075806
1710516591.3293478,30733,0.6796129941940308
1710516603.2668862,30765,0.4088083505630493
1710516607.6481674,30777,0.5391494035720825
1710516610.524706,30785,0.6471524238586426
1710516635.2028494,30853,0.4053201675415039
1710516642.086595,30872,0.49333006143569946
1710516731.0667822,30977,0.3346683382987976
1710516745.637103,31018,0.5742343068122864
1710516760.5184138,31059,0.4135192334651947
1710516773.5363634,31095,0.49144697189331055
1710516779.2451477,31111,0.5999889969825745
1710516780.3444896,31114,0.37557482719421387
1710516793.342911,31149,0.46979525685310364
1710516799.5155861,31166,0.4011630713939667
1710516838.029891,31271,0.5481390357017517
1710516937.3554862,31541,0.5124854445457458
1710516944.7068954,31561,0.3551204800605774
1710516945.0467172,31562,0.4171633720397949
1710517141.3214803,31960,0.6493046283721924
1710517169.1808014,32037,0.5225204229354858
1710517171.0383832,32042,0.41823306679725647
1710517178.6892948,32063,0.30700749158859253
1710517194.0835245,32104,0.5946711897850037
1710517221.1333687,32178,0.570573627948761
1710517242.5896995,32236,0.3916243016719818
1710517245.5542688,32244,0.4815801680088043
1710517311.3703706,32285,0.5198209881782532
1710517314.5004888,32294,0.4525734484195709
1710517319.8593957,32309,0.6493796706199646
1710517323.1283374,32318,0.5177403688430786
1710517341.6135514,32369,0.5261937379837036
1710517347.8831756,32386,0.47865450382232666
1710517369.4026413,32445,0.45379123091697693
1710517416.268791,32574,0.38246408104896545
1710517456.4707441,32684,0.6597198247909546
1710517464.2541766,32705,0.47311392426490784
1710517464.6185284,32706,0.4232634902000427
1710517479.3136024,32746,0.494150310754776
1710517505.9365041,32818,0.30792152881622314
1710517514.8785923,32842,0.5944665670394897
1710517523.9004576,32866,0.3849847614765167
1710517608.1408646,32957,0.45159897208213806
1710517625.3031054,33005,0.5628310441970825
1710517659.980265,33101,0.4698692560195923
1710517669.274839,33127,0.41462022066116333
1710517684.1044593,33167,0.41930240392684937
1710517696.2116363,33201,0.44018882513046265
1710517701.8867404,33217,0.4199374318122864
1710517715.4731605,33255,0.42295584082603455
1710517720.4080381,33269,0.7022240161895752
1710517721.451638,33272,0.8174355626106262
1710517736.2625232,33313,0.4883647561073303
1710517761.1233444,33383,0.4725528061389923
1710517784.8965259,33449,0.39630502462387085
1710517808.925376,33516,0.5509548187255859
1710517897.776791,33624,0.5365431308746338
1710517928.5439477,33710,0.5907210111618042
1710517932.88831,33722,0.3672413229942322
1710517954.8421273,33782,0.5325966477394104
1710517958.797848,33793,0.6250526309013367
1710517971.3940518,33828,0.3719366788864136
1710518004.3055117,33919,0.36268192529678345
1710518007.9143429,33929,0.4877748191356659
1710518084.3806796,34140,0.5125646591186523
1710518093.3368258,34165,0.5031236410140991
1710518124.2903528,34250,0.3711783289909363
1710518189.0798867,34291,0.5563198328018188
1710518240.1563215,34433,0.6292530298233032
1710518241.6171668,34437,0.6178852915763855
1710518257.764337,34483,0.4413778483867645
1710518328.784294,34680,0.49537402391433716
1710518332.084286,34689,0.3812497556209564
1710518332.8065155,34691,0.527979850769043
1710518347.7816174,34733,0.404075562953949
1710518349.1816075,34737,0.4569341838359833
1710518355.8988411,34756,0.5426397323608398
1710518367.218733,34788,0.5002622008323669
1710518372.0652452,34801,0.6790564060211182
1710518381.0794485,34826,0.49086588621139526
1710518394.1560476,34863,0.5623177886009216
1710518406.0034647,34896,0.43129998445510864
1710518480.0881991,34963,0.6049019694328308
1710518494.780698,35004,0.7074013948440552
1710518512.946916,35055,0.395611971616745
1710518589.511784,35268,0.4572516977787018
1710518648.3311234,35433,0.4557358920574188
1710518660.2999306,35467,0.428388386964798
1710518664.9506297,35480,0.4382780194282532
1710518692.3349524,35557,0.4569091796875
1710518701.2632227,35582,0.570147693157196
1710518706.9023309,35598,0.26814088225364685
1710518777.8349316,35654,0.6214170455932617
1710518798.9139636,35712,0.5473142862319946
1710518808.6838672,35739,0.5904417037963867
1710518810.127727,35743,0.43587151169776917
1710518839.4712598,35826,0.5370674133300781
1710518858.9100044,35880,0.6680819988250732
1710518877.7506263,35933,0.44711098074913025
1710518878.507524,35935,0.6285632252693176
1710518887.0038078,35959,0.5571326017379761
1710518887.3486533,35960,0.4107125997543335
1710518889.0747356,35965,0.39683449268341064
1710518890.8318636,35970,0.4786490797996521
1710518956.4758482,36152,0.5297116041183472
1710518962.9872777,36170,0.4193713665008545
1710518968.761062,36186,0.458452045917511
1710518970.5265427,36191,0.4443778395652771
1710518973.6764436,36200,0.3427054286003113
1710519071.128609,36331,0.44636625051498413
1710519078.2582605,36351,0.4948880076408386
1710519097.0850286,36403,0.43425023555755615
1710519114.6389973,36451,0.48002615571022034
1710519139.5134716,36520,0.7480553388595581
1710519165.2989376,36592,0.32173407077789307
1710519167.093253,36597,0.5039287805557251
1710519167.7856967,36599,0.3263764977455139
1710519187.9283545,36655,0.5883599519729614
1710519228.269736,36765,0.5158964395523071
1710519243.6436257,36808,0.37575003504753113
1710519260.3102982,36854,0.5310383439064026
1710519280.2675822,36909,0.4817848801612854
1710519377.2671123,37037,0.3664008378982544
1710519387.593901,37065,0.43279340863227844
1710519389.051024,37069,0.4259439706802368
1710519389.7745712,37071,0.5726141929626465
1710519416.0270753,37144,0.41778236627578735
1710519437.9352026,37205,0.4031735956668854
1710519452.316551,37245,0.3768230378627777
1710519482.043621,37328,0.4579679071903229
1710519483.1407614,37331,0.4833492040634155
1710519492.8557353,37357,0.5532389879226685
1710519506.4783556,37395,0.4355772137641907
1710519516.1495197,37422,0.5138297080993652
1710519528.4881563,37456,0.5859948396682739
1710519542.9642928,37496,0.4859026074409485
1710519575.9798129,37587,0.6458249092102051
1710519676.0933611,37723,0.5132040977478027
1710519736.4842427,37892,0.37498170137405396
1710519774.8318982,37998,0.6013182401657104
1710519829.3428493,38149,0.5603988170623779
1710519831.4969723,38155,0.465736985206604
1710519854.473612,38219,0.5632445812225342
1710519869.2788615,38260,0.42597267031669617
1710519881.8899174,38295,0.4568084478378296
1710519943.6280508,38325,0.3489413857460022
1710519953.5736957,38353,0.4263695478439331
1710519961.9323385,38377,0.40480658411979675
1710519962.649076,38379,0.6022648215293884
1710519979.0267053,38424,0.3840487003326416
1710519982.56421,38434,0.501349687576294
1710519995.6901145,38471,0.2744508683681488
1710519998.1877584,38478,0.5726135969161987
1710520063.239121,38659,0.4044402539730072
1710520086.085215,38722,0.27639806270599365
1710520097.3607044,38753,0.3383471369743347
1710520133.7039165,38853,0.5001875162124634
1710520147.7963634,38892,0.45534268021583557
1710520161.0260565,38928,0.5629640817642212
1710520172.788375,38960,0.5443682670593262
1710520288.8061023,39139,0.39053815603256226
1710520292.082309,39148,0.5034731030464172
1710520337.193283,39272,0.8156529664993286
1710520352.171974,39313,0.3251185417175293
