Wall time,Step,Value
1709522551.032628,19,2.4469761848449707
1709522561.5418396,48,1.890589714050293
1709522566.9265394,63,1.6968377828598022
1709522576.6157424,90,1.611870288848877
1709522581.5181563,104,1.5216314792633057
1709522582.9553132,108,1.5271480083465576
1709522590.453534,129,1.6862763166427612
1709522603.5269372,165,1.270843267440796
1709522606.3154657,173,1.388756275177002
1709522669.1427724,245,1.0598962306976318
1709522674.5409882,260,1.0165284872055054
1709522682.8759632,283,1.1189610958099365
1709522757.6802583,387,1.0894410610198975
1709522763.488333,403,1.0072283744812012
1709522768.1409523,416,0.9657609462738037
1709522776.0309327,438,1.1517961025238037
1709522786.1885421,466,0.913932204246521
1709522789.7577245,476,0.9583991765975952
1709522791.86715,482,1.0388587713241577
1709522802.3160143,511,0.826379656791687
1709522810.495434,534,1.1728744506835938
1709522812.2548203,539,0.9122785329818726
1709522812.9622343,541,1.1314409971237183
1709522855.557169,557,0.9895884990692139
1709522870.3200247,597,0.9078977108001709
1709522885.5917387,638,0.9003641605377197
1709522887.6954098,644,0.95845627784729
1709522888.061992,645,0.8821622133255005
1709522893.1166146,659,0.801421046257019
1709522899.120974,676,1.0278643369674683
1709522968.5720694,765,0.7226142883300781
1709522972.5230608,776,0.8520405292510986
1709522982.9153934,805,0.7496469020843506
1709523002.0942051,858,0.9217960834503174
1709523005.3666909,867,0.9177989959716797
1709523012.6918943,887,0.7906343340873718
1709523095.6594775,1016,0.6951620578765869
1709523099.5681624,1027,0.8053447604179382
1709523103.4578042,1038,0.8075096607208252
1709523115.9314291,1072,0.7563278675079346
1709523167.5546973,1112,0.6448038816452026
1709523172.723107,1126,0.8079169392585754
1709523175.247275,1133,0.7072876691818237
1709523182.4678044,1153,0.7834713459014893
1709523186.8477883,1165,0.91021728515625
1709523191.1080847,1177,0.7580161094665527
1709523194.0106776,1185,0.7637062668800354
1709523206.366113,1219,0.9052442312240601
1709523218.8069673,1253,0.7982973456382751
1709523219.5140991,1255,0.7327027916908264
1709523224.220245,1268,0.6475632190704346
1709523225.6405787,1272,0.8430420756340027
1709523289.69352,1346,0.5819604396820068
1709523301.049316,1377,0.716401219367981
1709523315.868682,1418,0.6713595986366272
1709523330.1855726,1458,0.8035448789596558
1709523330.540913,1459,0.6423449516296387
1709523380.750367,1495,0.7520047426223755
1709523386.8129447,1511,0.7011371850967407
1709523387.926556,1514,0.6905786395072937
1709523400.5466099,1549,0.7052524089813232
1709523401.642418,1552,0.7999259233474731
1709523406.785472,1566,0.7128486633300781
1709523417.8701248,1597,0.8051574230194092
1709523428.8630188,1628,0.7859442234039307
1709523431.7377143,1636,0.7200132608413696
1709523481.7047985,1671,0.6970921754837036
1709523492.9892874,1703,0.8521589040756226
1709523496.1393816,1712,0.581515371799469
1709523544.8127615,1848,0.6196781396865845
1709523586.5568566,1861,0.6458771228790283
1709523600.5033667,1900,0.8595932722091675
1709523604.04509,1910,0.7424485683441162
1709523615.099458,1941,0.6839145421981812
1709523622.4710386,1961,0.8386672735214233
1709523622.8416336,1962,0.6875548958778381
1709523698.5861354,2071,0.7838085293769836
1709523701.8373532,2080,0.7210711240768433
1709523705.3984678,2090,0.7083055377006531
